,Jurisdiction of Occurrence,Week Ending Date,All Cause,Natural Cause,Septicemia,Malignant neoplasms,Diabetes mellitus,Alzheimer disease,Influenza and pneumonia,Chronic lower respiratory diseases,Other diseases of respiratory system,"Nephritis, nephrotic syndrome and nephrosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",Diseases of heart,Cerebrovascular diseases,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death),Population
1186,New Mexico,2023-01-21,20.81,18.16,0.0,4.26,0.61,0.57,0.0,1.04,0.0,0.0,0.0,4.35,0.52,0.61,0.0,2114371
1187,New Mexico,2023-01-28,20.05,17.5,0.0,3.64,0.76,0.71,0.0,0.99,0.0,0.0,0.0,3.41,0.99,1.14,0.9,2114371
1188,New Mexico,2023-02-04,20.81,17.92,0.0,3.31,1.09,0.0,0.0,1.42,0.52,0.0,0.0,3.78,0.85,0.66,0.0,2114371
1189,New Mexico,2023-02-11,18.59,16.08,0.0,3.74,0.76,0.52,0.0,0.0,0.0,0.0,0.0,3.93,0.8,0.61,0.52,2114371
1190,New Mexico,2023-02-18,20.05,17.64,0.0,2.74,0.8,0.47,0.57,0.95,0.47,0.0,0.0,4.45,1.42,0.0,0.0,2114371
1191,New Mexico,2023-02-25,20.43,17.88,0.0,3.17,0.71,0.61,0.47,0.95,0.0,0.0,0.0,5.11,0.85,0.47,0.0,2114371
1192,New Mexico,2023-03-04,19.25,17.03,0.0,2.22,1.04,0.57,0.0,1.42,0.0,0.0,0.47,4.07,0.99,0.0,0.0,2114371
1193,New Mexico,2023-03-11,19.82,17.74,0.0,3.12,0.61,0.0,0.0,0.95,0.0,0.0,0.0,4.68,1.04,0.61,0.61,2114371
1194,New Mexico,2023-03-18,19.15,17.12,0.0,3.36,0.47,0.76,0.0,0.99,0.52,0.0,0.0,4.26,0.8,0.47,0.0,2114371
1195,New Mexico,2023-03-25,18.97,16.84,0.0,3.26,0.47,0.57,0.0,0.99,0.0,0.0,0.0,4.59,1.09,0.71,0.66,2114371
1196,New Mexico,2023-04-01,20.72,18.16,0.0,3.26,0.76,0.8,0.0,0.9,0.61,0.0,0.0,4.45,0.95,0.52,0.0,2114371
1197,New Mexico,2023-04-08,20.72,17.83,0.0,3.64,1.04,0.71,0.0,0.8,0.0,0.0,0.0,4.63,0.76,0.57,0.0,2114371
1198,New Mexico,2023-04-15,19.82,17.36,0.0,3.78,0.95,0.71,0.0,0.85,0.52,0.0,0.0,3.12,1.14,0.8,0.71,2114371
1199,New Mexico,2023-04-22,19.34,16.98,0.0,3.5,0.71,0.47,0.0,0.85,0.52,0.0,0.0,4.26,0.8,0.61,0.47,2114371
1200,New Mexico,2023-04-29,21.28,18.63,0.0,3.69,0.99,0.57,0.0,0.99,0.0,0.0,0.0,4.49,0.66,0.61,0.47,2114371
1201,New Mexico,2023-05-06,18.87,15.65,0.0,2.79,0.76,0.57,0.0,0.8,0.0,0.0,0.0,3.88,0.8,0.0,0.0,2114371
1202,New Mexico,2023-05-13,18.16,15.84,0.0,3.26,0.52,0.61,0.0,0.95,0.47,0.0,0.0,4.11,1.23,0.0,0.0,2114371
1203,New Mexico,2023-05-20,18.07,15.47,0.0,2.98,0.0,0.47,0.0,1.09,0.0,0.0,0.0,4.02,0.95,0.61,0.0,2114371
1204,New Mexico,2023-05-27,19.06,16.36,0.0,3.26,0.52,0.47,0.0,0.8,0.52,0.0,0.0,3.97,1.04,0.47,0.0,2114371
1205,New Mexico,2023-06-03,16.84,14.66,0.0,2.74,0.0,0.0,0.0,1.04,0.66,0.0,0.52,3.78,0.52,0.52,0.0,2114371
1206,New Mexico,2023-06-10,17.64,14.71,0.0,3.59,0.76,0.57,0.0,0.71,0.0,0.0,0.0,3.12,0.9,0.0,0.0,2114371
1207,New Mexico,2023-06-17,18.68,15.94,0.0,3.31,0.52,0.57,0.0,0.9,0.47,0.0,0.0,4.02,0.71,0.0,0.0,2114371
1208,New Mexico,2023-06-24,19.11,16.51,0.0,3.17,0.61,0.52,0.0,0.61,0.0,0.0,0.66,3.69,1.14,0.0,0.0,2114371
1209,New Mexico,2023-07-01,17.92,15.23,0.0,2.41,0.47,0.57,0.0,0.76,0.0,0.0,0.95,3.59,0.57,0.0,0.0,2114371
1210,New Mexico,2023-07-08,17.78,15.56,0.0,3.07,0.76,0.52,0.0,0.99,0.0,0.0,1.28,3.31,0.9,0.0,0.0,2114371
1211,New Mexico,2023-07-15,19.39,17.74,0.0,3.74,0.66,0.52,0.0,0.95,0.0,0.0,1.56,4.54,0.8,0.0,0.0,2114371
1212,New Mexico,2023-07-22,16.98,14.66,0.0,2.7,0.66,0.0,0.0,0.85,0.0,0.0,1.51,2.98,0.57,0.0,0.0,2114371
1213,New Mexico,2023-07-29,16.93,15.7,0.0,3.36,0.0,0.0,0.0,0.66,0.0,0.0,1.99,3.41,0.76,0.0,0.0,2114371
1214,New Mexico,2023-08-05,15.56,14.28,0.0,2.55,0.71,0.52,0.0,0.9,0.0,0.0,1.09,2.79,0.71,0.0,0.0,2114371
1215,New Mexico,2023-08-12,16.88,15.65,0.0,3.93,0.0,0.47,0.0,1.04,0.0,0.0,1.8,3.03,0.71,0.0,0.0,2114371
1216,New Mexico,2023-08-19,18.21,17.07,0.0,3.31,0.0,0.52,0.0,0.66,0.0,0.0,2.27,3.07,0.9,0.0,0.0,2114371
1217,New Mexico,2023-08-26,14.76,14.09,0.0,3.03,0.47,0.85,0.0,0.76,0.52,0.0,1.51,2.36,1.32,0.0,0.0,2114371
1218,New Mexico,2023-09-02,15.28,14.57,0.0,3.17,0.0,0.52,0.0,0.8,0.0,0.0,1.89,3.12,0.76,0.0,0.0,2114371
1219,New Mexico,2023-09-09,12.11,11.78,0.0,2.41,0.0,0.52,0.0,0.85,0.0,0.0,1.18,2.65,0.71,0.0,0.0,2114371
1220,New Mexico,2023-09-16,8.42,8.42,0.0,1.7,0.0,0.0,0.0,0.71,0.0,0.0,0.71,1.18,0.61,0.0,0.0,2114371
1221,New York,2023-01-07,12.37,11.52,0.2,2.14,0.33,0.27,0.48,0.53,0.31,0.25,0.24,2.63,0.59,0.81,0.52,19571216
1222,New York,2023-01-14,11.85,11.07,0.22,2.13,0.29,0.22,0.39,0.55,0.28,0.16,0.2,2.65,0.41,0.85,0.56,19571216
1223,New York,2023-01-21,11.53,10.66,0.17,2.23,0.32,0.21,0.34,0.52,0.3,0.18,0.2,2.76,0.48,0.62,0.42,19571216
1224,New York,2023-01-28,11.53,10.62,0.21,2.24,0.34,0.25,0.39,0.4,0.31,0.18,0.25,2.69,0.45,0.65,0.42,19571216
1225,New York,2023-02-04,11.04,10.27,0.13,2.13,0.31,0.16,0.29,0.49,0.34,0.22,0.21,2.59,0.42,0.61,0.37,19571216
1226,New York,2023-02-11,11.02,10.18,0.18,1.92,0.3,0.21,0.31,0.54,0.34,0.18,0.19,2.58,0.49,0.58,0.4,19571216
1227,New York,2023-02-18,10.83,10.0,0.11,1.97,0.26,0.23,0.27,0.44,0.19,0.18,0.24,2.72,0.41,0.53,0.33,19571216
1228,New York,2023-02-25,10.78,10.03,0.14,1.97,0.33,0.24,0.23,0.5,0.24,0.24,0.2,2.58,0.45,0.52,0.32,19571216
1229,New York,2023-03-04,11.04,10.11,0.14,2.0,0.29,0.24,0.26,0.51,0.27,0.17,0.2,2.75,0.39,0.5,0.28,19571216
1230,New York,2023-03-11,10.47,9.72,0.13,2.07,0.22,0.22,0.18,0.5,0.29,0.18,0.25,2.62,0.44,0.44,0.26,19571216
1231,New York,2023-03-18,10.26,9.65,0.15,2.16,0.28,0.25,0.23,0.53,0.28,0.17,0.2,2.31,0.38,0.41,0.25,19571216
1232,New York,2023-03-25,10.43,9.7,0.17,2.11,0.26,0.25,0.25,0.39,0.23,0.16,0.24,2.39,0.49,0.35,0.22,19571216
1233,New York,2023-04-01,10.29,9.6,0.13,2.0,0.32,0.28,0.21,0.51,0.23,0.18,0.24,2.52,0.39,0.38,0.22,19571216
1234,New York,2023-04-08,10.2,9.46,0.18,2.1,0.17,0.15,0.25,0.45,0.29,0.14,0.26,2.53,0.4,0.26,0.15,19571216
1235,New York,2023-04-15,9.9,9.22,0.11,2.07,0.27,0.2,0.2,0.43,0.18,0.19,0.21,2.45,0.4,0.21,0.13,19571216
1236,New York,2023-04-22,10.18,9.37,0.18,1.96,0.27,0.18,0.24,0.42,0.25,0.2,0.34,2.45,0.41,0.23,0.17,19571216
1237,New York,2023-04-29,9.94,9.14,0.13,1.96,0.26,0.23,0.16,0.42,0.23,0.15,0.32,2.4,0.36,0.18,0.15,19571216
1238,New York,2023-05-06,9.96,9.14,0.12,1.87,0.3,0.15,0.25,0.49,0.18,0.16,0.3,2.39,0.39,0.19,0.13,19571216
1239,New York,2023-05-13,9.65,8.97,0.12,2.01,0.24,0.15,0.19,0.44,0.24,0.18,0.32,2.34,0.42,0.13,0.06,19571216
1240,New York,2023-05-20,10.06,9.36,0.15,1.93,0.27,0.24,0.22,0.48,0.24,0.16,0.27,2.28,0.45,0.16,0.08,19571216
1241,New York,2023-05-27,9.89,9.11,0.16,1.83,0.21,0.19,0.2,0.44,0.2,0.19,0.29,2.41,0.4,0.12,0.05,19571216
1242,New York,2023-06-03,10.1,9.35,0.15,2.08,0.23,0.16,0.26,0.41,0.29,0.21,0.35,2.45,0.37,0.13,0.07,19571216
1243,New York,2023-06-10,9.63,8.82,0.12,1.82,0.31,0.2,0.17,0.46,0.24,0.16,0.3,2.37,0.45,0.17,0.09,19571216
1244,New York,2023-06-17,9.67,8.94,0.14,2.15,0.24,0.22,0.17,0.45,0.19,0.17,0.27,2.36,0.34,0.13,0.08,19571216
1245,New York,2023-06-24,9.61,8.93,0.08,2.01,0.22,0.19,0.21,0.36,0.21,0.14,0.31,2.42,0.39,0.11,0.06,19571216
1246,New York,2023-07-01,9.6,8.99,0.12,2.07,0.3,0.16,0.2,0.43,0.2,0.15,0.43,2.41,0.34,0.1,0.07,19571216
1247,New York,2023-07-08,9.58,8.88,0.1,2.14,0.31,0.17,0.22,0.37,0.25,0.13,0.54,2.31,0.28,0.09,0.0,19571216
1248,New York,2023-07-15,9.52,8.91,0.1,2.05,0.24,0.2,0.21,0.44,0.21,0.11,0.44,2.18,0.45,0.07,0.0,19571216
1249,New York,2023-07-22,9.15,8.61,0.08,1.92,0.22,0.18,0.17,0.36,0.19,0.14,0.43,2.17,0.37,0.1,0.0,19571216
1250,New York,2023-07-29,9.37,8.85,0.13,2.17,0.28,0.17,0.23,0.4,0.2,0.1,0.46,2.12,0.33,0.08,0.0,19571216
1251,New York,2023-08-05,9.93,9.37,0.16,2.24,0.24,0.21,0.2,0.4,0.24,0.2,0.59,2.08,0.34,0.1,0.08,19571216
1252,New York,2023-08-12,9.69,9.16,0.11,2.04,0.26,0.18,0.27,0.4,0.18,0.15,0.62,2.2,0.38,0.11,0.09,19571216
1253,New York,2023-08-19,9.9,9.4,0.09,2.09,0.26,0.18,0.17,0.42,0.29,0.17,0.71,2.23,0.4,0.2,0.12,19571216
1254,New York,2023-08-26,9.69,9.24,0.14,2.08,0.21,0.19,0.15,0.39,0.25,0.14,0.69,2.22,0.37,0.18,0.14,19571216
1255,New York,2023-09-02,9.28,8.83,0.12,1.91,0.27,0.18,0.22,0.36,0.27,0.16,0.6,2.04,0.32,0.19,0.14,19571216
1256,New York,2023-09-09,9.59,9.21,0.13,2.07,0.28,0.21,0.17,0.42,0.21,0.13,0.62,2.13,0.32,0.26,0.19,19571216
1257,New York,2023-09-16,8.0,7.95,0.11,1.74,0.25,0.17,0.13,0.4,0.21,0.16,0.55,1.88,0.29,0.22,0.18,19571216
1258,North Carolina,2023-01-07,22.17,19.86,0.27,3.81,0.67,0.99,0.45,0.99,0.36,0.4,0.34,4.31,1.19,1.66,1.11,10835491
1259,North Carolina,2023-01-14,21.72,19.99,0.31,3.85,0.82,0.78,0.41,0.98,0.45,0.34,0.37,4.43,1.16,1.49,1.04,10835491
1260,North Carolina,2023-01-21,20.36,18.8,0.24,3.74,0.56,0.85,0.3,1.0,0.46,0.45,0.51,4.1,1.09,1.51,0.91,10835491
1261,North Carolina,2023-01-28,20.31,18.92,0.21,3.83,0.75,0.74,0.3,1.15,0.32,0.31,0.56,3.81,1.12,1.15,0.72,10835491
1262,North Carolina,2023-02-04,19.58,18.01,0.3,3.45,0.66,0.62,0.28,1.02,0.27,0.4,0.69,3.87,1.26,1.03,0.63,10835491
1263,North Carolina,2023-02-11,20.95,19.27,0.28,3.83,0.67,0.82,0.38,1.16,0.36,0.59,0.62,3.98,1.11,0.95,0.57,10835491
1264,North Carolina,2023-02-18,19.06,17.48,0.21,3.61,0.6,0.76,0.31,1.01,0.34,0.42,0.53,3.81,1.12,0.66,0.45,10835491
1265,North Carolina,2023-02-25,19.28,17.52,0.22,3.77,0.6,0.7,0.21,1.07,0.31,0.34,0.51,3.59,1.18,0.69,0.42,10835491
1266,North Carolina,2023-03-04,19.31,17.62,0.26,3.97,0.63,0.6,0.23,1.17,0.32,0.37,0.69,3.41,0.98,0.63,0.35,10835491
1267,North Carolina,2023-03-11,19.45,17.81,0.23,3.63,0.54,0.58,0.31,0.93,0.42,0.36,0.8,3.93,1.04,0.59,0.39,10835491
1268,North Carolina,2023-03-18,19.35,17.93,0.22,3.76,0.62,0.82,0.22,1.02,0.3,0.42,0.85,3.7,1.16,0.56,0.31,10835491
1269,North Carolina,2023-03-25,19.91,18.49,0.19,3.9,0.77,0.78,0.22,1.06,0.34,0.35,0.86,4.15,1.14,0.48,0.27,10835491
1270,North Carolina,2023-04-01,19.13,17.75,0.22,4.04,0.63,0.82,0.2,0.77,0.22,0.43,0.86,3.79,1.11,0.35,0.18,10835491
1271,North Carolina,2023-04-08,18.07,16.71,0.19,3.54,0.47,0.61,0.22,1.07,0.41,0.25,0.78,3.54,1.13,0.36,0.23,10835491
1272,North Carolina,2023-04-15,18.85,17.21,0.35,3.65,0.6,0.54,0.24,0.84,0.33,0.38,0.81,3.8,1.34,0.29,0.18,10835491
1273,North Carolina,2023-04-22,18.74,17.09,0.15,3.69,0.64,0.71,0.28,0.83,0.38,0.38,0.9,3.77,1.02,0.33,0.15,10835491
1274,North Carolina,2023-04-29,18.53,17.15,0.24,3.63,0.6,0.56,0.2,1.12,0.38,0.33,0.82,3.77,1.02,0.35,0.22,10835491
1275,North Carolina,2023-05-06,18.14,16.79,0.22,3.4,0.56,0.72,0.28,0.75,0.29,0.4,0.97,3.65,1.01,0.26,0.14,10835491
1276,North Carolina,2023-05-13,18.9,17.27,0.28,3.39,0.66,0.82,0.26,0.97,0.31,0.32,1.05,3.67,1.08,0.3,0.17,10835491
1277,North Carolina,2023-05-20,18.07,16.79,0.3,3.26,0.52,0.78,0.3,0.89,0.28,0.37,1.23,3.29,1.06,0.19,0.1,10835491
1278,North Carolina,2023-05-27,17.4,16.09,0.19,3.35,0.54,0.63,0.26,0.89,0.31,0.34,1.35,3.39,0.93,0.22,0.1,10835491
1279,North Carolina,2023-06-03,18.68,17.39,0.22,3.62,0.57,0.63,0.26,1.04,0.37,0.27,1.11,3.63,1.11,0.22,0.0,10835491
1280,North Carolina,2023-06-10,18.61,17.21,0.31,3.99,0.44,0.65,0.19,0.88,0.3,0.36,1.16,3.4,0.98,0.09,0.0,10835491
1281,North Carolina,2023-06-17,18.16,16.9,0.26,4.03,0.5,0.8,0.16,0.7,0.28,0.3,1.12,3.41,0.89,0.23,0.14,10835491
1282,North Carolina,2023-06-24,18.6,17.33,0.15,4.29,0.51,0.78,0.14,0.87,0.29,0.3,0.95,3.51,1.07,0.17,0.1,10835491
1283,North Carolina,2023-07-01,17.01,15.67,0.22,3.71,0.55,0.5,0.25,0.73,0.32,0.3,1.06,3.21,0.93,0.24,0.14,10835491
1284,North Carolina,2023-07-08,17.52,16.06,0.16,3.25,0.68,0.58,0.16,1.06,0.26,0.39,1.19,3.42,0.97,0.15,0.11,10835491
1285,North Carolina,2023-07-15,17.3,16.04,0.31,3.61,0.56,0.54,0.23,0.78,0.24,0.34,0.96,3.33,1.09,0.22,0.0,10835491
1286,North Carolina,2023-07-22,18.13,16.73,0.19,3.97,0.53,0.62,0.28,0.84,0.2,0.35,1.11,3.27,1.05,0.23,0.11,10835491
1287,North Carolina,2023-07-29,17.98,16.66,0.23,3.64,0.62,0.71,0.25,0.91,0.3,0.32,1.02,3.54,0.81,0.18,0.11,10835491
1288,North Carolina,2023-08-05,17.2,15.94,0.16,3.48,0.51,0.57,0.22,0.83,0.32,0.31,0.94,3.47,0.97,0.3,0.17,10835491
1289,North Carolina,2023-08-12,18.11,16.7,0.2,3.69,0.52,0.72,0.18,0.78,0.38,0.38,1.03,3.38,1.13,0.29,0.18,10835491
1290,North Carolina,2023-08-19,18.75,17.5,0.22,3.8,0.65,0.75,0.24,0.82,0.31,0.41,1.01,3.55,1.19,0.28,0.14,10835491
1291,North Carolina,2023-08-26,18.09,16.77,0.18,3.64,0.58,0.78,0.23,0.86,0.27,0.42,0.96,3.28,1.03,0.31,0.19,10835491
1292,North Carolina,2023-09-02,16.91,16.05,0.18,3.83,0.55,0.63,0.25,0.83,0.28,0.27,0.93,3.19,1.04,0.31,0.23,10835491
1293,North Carolina,2023-09-09,16.23,15.79,0.19,3.43,0.28,0.75,0.19,0.77,0.31,0.4,0.81,3.49,0.95,0.5,0.37,10835491
1294,North Carolina,2023-09-16,12.1,12.1,0.16,2.79,0.41,0.69,0.13,0.63,0.27,0.3,0.56,2.49,0.77,0.3,0.2,10835491
1295,North Dakota,2023-01-07,22.32,20.54,0.0,3.57,0.0,1.66,0.0,1.4,0.0,0.0,0.0,5.36,0.0,0.0,0.0,783926
1296,North Dakota,2023-01-14,19.13,17.86,0.0,4.08,0.0,1.66,0.0,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.0,783926
1297,North Dakota,2023-01-21,23.34,21.18,0.0,4.08,0.0,0.0,0.0,1.28,0.0,0.0,0.0,4.97,0.0,0.0,0.0,783926
1298,North Dakota,2023-01-28,17.73,16.07,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,783926
1299,North Dakota,2023-02-04,19.77,18.62,0.0,3.7,0.0,1.53,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,783926
1300,North Dakota,2023-02-11,16.07,14.92,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,783926
1301,North Dakota,2023-02-18,17.09,16.33,0.0,3.44,0.0,1.79,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,783926
1302,North Dakota,2023-02-25,17.48,16.2,0.0,2.42,0.0,0.0,0.0,1.28,0.0,0.0,0.0,3.7,0.0,0.0,0.0,783926
1303,North Dakota,2023-03-04,17.99,16.84,0.0,3.19,0.0,1.66,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,783926
1304,North Dakota,2023-03-11,19.9,18.11,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,783926
1305,North Dakota,2023-03-18,18.11,16.71,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0,783926
1306,North Dakota,2023-03-25,17.35,16.33,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,783926
1307,North Dakota,2023-04-01,17.09,15.69,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,783926
1308,North Dakota,2023-04-08,19.39,17.22,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,783926
1309,North Dakota,2023-04-15,17.99,16.46,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,783926
1310,North Dakota,2023-04-22,19.01,16.58,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,783926
1311,North Dakota,2023-04-29,18.88,17.73,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,783926
1312,North Dakota,2023-05-06,19.77,17.35,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,783926
1313,North Dakota,2023-05-13,19.13,17.48,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,783926
1314,North Dakota,2023-05-20,20.03,18.88,0.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,0.0,0.0,0.0,783926
1315,North Dakota,2023-05-27,16.2,14.54,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,783926
1316,North Dakota,2023-06-03,15.69,14.29,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,1.28,0.0,0.0,783926
1317,North Dakota,2023-06-10,14.92,13.78,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,783926
1318,North Dakota,2023-06-17,14.8,13.14,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,783926
1319,North Dakota,2023-06-24,17.99,17.09,0.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.0,783926
1320,North Dakota,2023-07-01,20.92,18.75,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,783926
1321,North Dakota,2023-07-08,18.88,16.84,0.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,783926
1322,North Dakota,2023-07-15,17.48,15.31,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,783926
1323,North Dakota,2023-07-22,17.6,16.46,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,783926
1324,North Dakota,2023-07-29,15.82,14.29,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,783926
1325,North Dakota,2023-08-05,17.6,16.46,0.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.0,783926
1326,North Dakota,2023-08-12,16.07,14.41,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,783926
1327,North Dakota,2023-08-19,19.01,18.11,0.0,3.83,0.0,1.4,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,783926
1328,North Dakota,2023-08-26,15.56,14.67,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,783926
1329,North Dakota,2023-09-02,17.22,16.33,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,783926
1330,North Dakota,2023-09-09,13.9,13.52,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,1.28,0.0,0.0,783926
1331,North Dakota,2023-09-16,11.35,11.35,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,783926
1332,Ohio,2023-01-07,24.38,22.26,0.4,4.33,0.81,1.02,0.74,1.07,0.54,0.39,0.37,5.16,1.32,1.45,1.01,11785935
1333,Ohio,2023-01-14,22.89,20.79,0.42,3.98,0.59,0.98,0.59,1.23,0.38,0.52,0.27,4.9,1.14,1.29,0.92,11785935
1334,Ohio,2023-01-21,22.26,20.38,0.26,3.94,0.69,0.77,0.33,1.09,0.44,0.43,0.37,5.28,1.27,1.19,0.82,11785935
1335,Ohio,2023-01-28,21.92,19.96,0.28,4.03,0.82,0.92,0.42,1.05,0.38,0.42,0.32,4.73,1.13,1.01,0.62,11785935
1336,Ohio,2023-02-04,21.1,18.82,0.31,3.76,0.79,0.75,0.39,0.97,0.31,0.37,0.28,4.73,1.2,0.85,0.53,11785935
1337,Ohio,2023-02-11,22.43,20.37,0.32,4.14,0.69,0.89,0.25,1.21,0.38,0.45,0.28,4.92,1.35,0.87,0.61,11785935
1338,Ohio,2023-02-18,20.92,18.92,0.32,4.07,0.81,0.73,0.3,1.13,0.4,0.31,0.26,4.58,1.24,0.5,0.29,11785935
1339,Ohio,2023-02-25,21.51,19.5,0.36,3.86,0.77,0.87,0.27,1.06,0.36,0.45,0.24,4.96,1.08,0.7,0.45,11785935
1340,Ohio,2023-03-04,21.57,19.63,0.37,4.27,0.66,0.96,0.27,1.16,0.42,0.4,0.36,4.56,1.25,0.78,0.53,11785935
1341,Ohio,2023-03-11,21.59,19.56,0.45,3.98,0.64,0.73,0.26,0.99,0.41,0.44,0.35,4.7,1.26,0.81,0.48,11785935
1342,Ohio,2023-03-18,21.97,19.87,0.32,4.29,0.64,0.74,0.25,1.18,0.44,0.42,0.35,5.07,1.09,0.63,0.44,11785935
1343,Ohio,2023-03-25,21.51,19.62,0.36,4.0,0.66,0.93,0.25,1.07,0.39,0.51,0.31,4.78,1.29,0.68,0.39,11785935
1344,Ohio,2023-04-01,21.99,19.98,0.28,3.99,0.72,0.81,0.32,1.37,0.45,0.34,0.34,4.96,1.18,0.76,0.46,11785935
1345,Ohio,2023-04-08,20.51,18.26,0.31,3.9,0.73,0.57,0.35,1.01,0.37,0.38,0.36,4.4,1.14,0.55,0.33,11785935
1346,Ohio,2023-04-15,21.5,19.18,0.31,3.96,0.62,0.63,0.3,1.03,0.28,0.26,0.41,5.16,1.15,0.61,0.33,11785935
1347,Ohio,2023-04-22,20.49,18.51,0.31,4.14,0.67,0.71,0.34,1.01,0.39,0.4,0.32,4.32,1.06,0.46,0.25,11785935
1348,Ohio,2023-04-29,20.86,18.88,0.37,3.92,0.82,0.66,0.24,1.03,0.37,0.37,0.32,4.7,1.3,0.5,0.31,11785935
1349,Ohio,2023-05-06,20.43,18.23,0.37,3.88,0.64,0.81,0.2,0.95,0.36,0.39,0.34,4.58,1.01,0.34,0.17,11785935
1350,Ohio,2023-05-13,20.52,18.73,0.29,4.0,0.72,0.66,0.23,1.0,0.61,0.42,0.39,4.29,1.26,0.27,0.18,11785935
1351,Ohio,2023-05-20,19.78,17.89,0.31,3.82,0.64,0.67,0.26,0.91,0.34,0.3,0.4,4.39,1.08,0.36,0.22,11785935
1352,Ohio,2023-05-27,20.26,18.28,0.22,4.04,0.63,0.76,0.23,1.18,0.36,0.38,0.49,4.23,1.05,0.28,0.17,11785935
1353,Ohio,2023-06-03,20.6,18.51,0.3,4.03,0.64,0.88,0.28,0.97,0.35,0.42,0.65,4.31,1.2,0.36,0.23,11785935
1354,Ohio,2023-06-10,19.46,17.62,0.31,3.82,0.59,0.69,0.18,0.96,0.4,0.36,0.46,4.22,1.35,0.24,0.15,11785935
1355,Ohio,2023-06-17,20.46,18.51,0.31,4.18,0.59,0.7,0.21,1.2,0.32,0.36,0.64,4.47,1.11,0.16,0.1,11785935
1356,Ohio,2023-06-24,18.98,17.46,0.23,3.95,0.63,0.76,0.15,1.04,0.48,0.32,0.57,4.24,1.07,0.16,0.11,11785935
1357,Ohio,2023-07-01,19.34,17.81,0.27,4.02,0.53,0.73,0.17,1.13,0.37,0.32,0.85,4.28,1.03,0.2,0.14,11785935
1358,Ohio,2023-07-08,19.53,17.83,0.21,3.78,0.76,0.67,0.2,0.96,0.38,0.35,0.76,4.4,1.01,0.12,0.0,11785935
1359,Ohio,2023-07-15,18.72,17.21,0.25,3.69,0.59,0.66,0.31,0.8,0.39,0.32,0.7,4.12,1.28,0.12,0.0,11785935
